MKRUSDT,10000NFTUSDT,MKRUSDT_perc,10000NFTUSDT_perc,spread,zscore
963.0,0.006679,1.0451486867809854,1.040504751518928,-6.4783348969075405,0.033437562497942344
929.5,0.006355,1.0087909702626439,0.99002959962611,7.051307340942003,0.45808148742330723
1048.4,0.006536,1.1378337312784894,1.0182271381835177,99.67857510313115,2.3397669557038783
1029.1,0.006646,1.1168873453440415,1.035363763826141,64.41172125694743,1.441069870222205
971.8,0.00651,1.054699370523117,1.014176663031625,26.85255873950166,0.689756746606381
976.7,0.006884,1.0600173648795312,1.0724411902165447,-22.534744337522397,-0.26267633170482535
946.0,0.006855,1.0266985022791404,1.0679233525471257,-49.025301050801204,-0.7436579006754179
953.7,0.006735,1.0350553505535056,1.049228851846082,-23.90691503678272,-0.20529891099084038
985.0,0.006665,1.0690253961363143,1.0383237264371397,17.553810138061294,0.5776058416033882
891.7,0.005864,0.9677664423703062,0.9135379342576726,40.52153678163404,0.9679648674661571
916.0,0.005794,0.9941393531582375,0.9026328088487302,74.98226195647817,1.4775367777945794
1010.4,0.00608,1.0965921423920122,0.9471880355195513,127.86844195640083,2.1211915017642267
1114.5,0.006163,1.2095723898415456,0.9601183985044399,219.92072496337153,2.7519762006162742
1152.5,0.006152,1.2508139787280226,0.9584047359401776,259.5174103479899,2.5340093031998143
1122.3,0.0062,1.2180377686129802,0.9658825362205951,222.35005594238248,1.8422798044977398
1101.9,0.006227,1.1958975472107662,0.9700887988783299,198.03091908922852,1.4315982241617644
1061.7,0.006336,1.1522682873887564,0.9870696370151113,142.0092184598285,0.8288638721881465
1042.5,0.006205,1.1314304319513784,0.9666614737498052,141.82428985846514,0.7506769201509881
1039.7,0.006185,1.1283915780334275,0.9635457236329646,141.92735419413486,0.6774417090097552
1050.4,0.006238,1.1400043412198828,0.9718024614425922,144.93423370461016,0.6347648279998879
1118.5,0.006367,1.2139136097243326,0.9918990496962143,194.3094687395402,1.0595612329027648
1086.0,0.006444,1.1786411981766878,1.0038946876460508,150.63267104721183,0.5201453681001391
1126.5,0.00644,1.2225960494899066,1.0032715376226826,191.71328391434565,0.8873109149985884
1143.5,0.006551,1.2410462339917516,1.0205639507711481,192.60127685137866,0.8325554128451012
1068.2,0.006258,1.1593227696982853,0.9749182115594328,159.83116936894044,0.4235176246991327
1115.4,0.00643,1.2105491643151727,1.0017136625642622,182.06481608218076,0.5995163654559653
1082.0,0.006213,1.1742999782939005,0.9679077737965415,180.16306412419726,0.5064294382623492
1081.5,0.006283,1.1737573258085523,0.9788128992054838,169.5023389493531,0.2926667888004276
1067.5,0.00621,1.1585630562187974,0.9674404112790155,166.09852377454763,0.13948816538396078
1023.2,0.006282,1.1104840460169307,0.9786571116996416,111.3474921661367,-1.0313843134753748
997.5,0.006353,1.0825917082700238,0.9897180246144259,75.34161377450903,-1.9418334696947108
978.5,0.006411,1.0619709138267854,0.9987536999532637,47.92272720106689,-2.3621240750428676
930.0,0.006165,1.0093336227479923,0.960429973516124,35.1304185298045,-2.214173026742822
894.4,0.00608,0.9706967657911874,0.9471880355195513,11.86844195640083,-2.1930098128952555
836.8,0.005715,0.9081831994790536,0.8903255958872097,7.249366082373626,-2.015395339303243
822.8,0.005794,0.8929889298892989,0.9026328088487302,-18.217738043521877,-2.0669947825415824
837.0,0.005865,0.908400260473193,0.9136937217635146,-14.32361643514946,-1.7587345109042127
839.3,0.005921,0.9108964619057955,0.9224178220906682,-20.152196575024732,-1.615619565294338
854.4,0.00586,0.9272845669633167,0.9129147842343044,3.8021496487680224,-1.1880607006394512
854.0,0.00584,0.926850444975038,0.9097990341174637,6.305213984437842,-1.0533731898811254
845.7,0.00596,0.9178424137182549,0.9284935348185075,-19.41317202958055,-1.2285297187409667
760.2,0.005678,0.8250488387236814,0.8845614581710546,-63.979964896637284,-1.5628088161219538
763.9,0.00581,0.8290644671152594,0.9051254089422028,-79.44018951205771,-1.5405973336704226
736.4,0.00568,0.7992185804210983,0.8848730331827387,-88.07027133020438,-1.478731810150517
810.0,0.005828,0.8790970262643804,0.9079295840473594,-35.95294741416035,-0.8414391362286314
782.5,0.005803,0.8492511395702192,0.9040348964013086,-59.824116994573274,-1.015450584840305
758.7,0.005803,0.8234208812676362,0.9040348964013086,-83.62411699457323,-1.2024054729893185
757.2,0.005878,0.8217929238115911,0.915718959339461,-96.0106082533348,-1.2812024159399018
749.5,0.00579,0.813436075537226,0.9020096588253622,-90.9371251763879,-1.1700676480636825
742.0,0.00583,0.8052962882570003,0.9082411590590435,-104.24325384772737,-1.371723037675925
752.3,0.005849,0.8164749294551769,0.9112011216700421,-96.70116496661365,-1.209640558961081
740.8,0.005795,0.803993922292164,0.9027885963545723,-100.36289126030533,-1.216672316912778
727.5,0.005684,0.7895593661818971,0.8854961832061068,-97.55088419733829,-1.0839799722343657
738.6,0.005742,0.8016062513566312,0.8945318585449447,-94.86977077078052,-0.9548451466561634
725.7,0.005697,0.787605817234643,0.8875214207820532,-101.23787601552363,-1.0163105945191464
779.0,0.0059,0.8454525721727806,0.9191462844679856,-77.40397902257143,-0.36411776348627434
763.8,0.005844,0.8289559366181897,0.9104221841408319,-84.47539888269625,-0.4812772969019116
754.1,0.005838,0.8184284784024312,0.9094874591057798,-93.30447958199534,-0.6453380430043631
737.0,0.005793,0.7998697634035165,0.9024770213428883,-103.87258482673838,-0.8603582488440791
695.8,0.00544,0.7551551986108096,0.8474840317806512,-93.83349930216764,-0.5034682071230129
701.0,0.005615,0.7607987844584329,0.8747468453030067,-114.0353122392778,-1.2705711908774866
659.3,0.005555,0.7155415671803776,0.8653995949524848,-147.02611923226857,-2.5816475731100934
669.5,0.005497,0.7266116778814847,0.856363919613647,-128.40723265882627,-1.5459007043254374
685.9,0.005731,0.7444106794009117,0.8928181959806823,-145.9730853861622,-1.9749192268148488
632.2,0.005545,0.6861298024744954,0.8638417198940644,-172.67458706443358,-2.4153008024549476
627.5,0.005463,0.6810288691122206,0.8510671444150179,-165.47202328818776,-2.016021684124585
610.4,0.005346,0.6624701541133058,0.8328400062315002,-165.58909692451982,-1.81208884383286
590.5,0.005205,0.6408725851964402,0.8108739679077739,-165.02249335804822,-1.5873304008204778
646.6,0.005379,0.7017581940525288,0.8379809939242873,-134.17915307837484,-0.5287750182360547
670.5,0.00534,0.7276969828521814,0.831905281196448,-104.61817762381895,0.4632024470961214
679.5,0.005288,0.7374647275884524,0.8238043308926624,-88.07021035107766,0.9667321333552216
708.0,0.005249,0.7683959192533102,0.8177286181648232,-53.90923489652164,1.84447418311411
718.7,0.005205,0.7800086824397656,0.8108739679077739,-36.82249335804818,2.018192827369132
744.5,0.005053,0.8080095506837421,0.787194267019785,11.040795593041707,2.5628113002460813
730.5,0.004987,0.7928152810939875,0.7769122916342109,6.620907900751831,2.0811385158284375
738.3,0.005002,0.8012806598654222,0.7792491042218415,12.243609648999495,1.8815916070614525
738.1,0.005001,0.8010635988712829,0.7790933167159994,12.188762865783133,1.6742964444928898
730.2,0.00499,0.7924896896027784,0.7773796541517369,5.8854482504015095,1.4239544754726676
754.8,0.005111,0.8191881918819188,0.7962299423586229,12.921909019599525,1.379354725136845
809.0,0.005101,0.8780117212936835,0.7946720673002025,68.57344118743447,1.8634719398758888
845.0,0.005282,0.9170827002387671,0.8228696058576103,78.3007089496233,1.7312935807105068
843.2,0.005413,0.915129151291513,0.8432777691229164,57.48563755098655,1.3314578224516405
843.5,0.00557,0.915454742782722,0.8677364075401153,34.99658251597907,0.9772078588759501
859.0,0.005375,0.9322769698285218,0.837357843900919,78.80145978875908,1.3282957559451962
879.0,0.005509,0.9539830692424571,0.8582333696837513,79.3509287397718,1.2117761623130787
973.4,0.005634,1.056435858476232,0.8777068079140052,155.60677664183595,1.8346408508490766
978.8,0.005524,1.0622965053179942,0.8605701822713818,176.97363048801947,1.8460430207924459
973.7,0.005528,1.056761449967441,0.8611933322947499,171.29301762088562,1.6391194350057323
915.4,0.005561,0.9934881701758194,0.866334319987537,108.20296146703049,0.9032015683756884
917.4,0.005539,0.995658780117213,0.8629069948590122,113.39633223626731,0.9016679714272113
914.3,0.005694,0.992294334708053,0.8870540582645272,87.79758363482676,0.5035839652064878
969.2,0.00551,1.0518775775993054,0.8583891571895934,169.4057755229884,1.5512365304666746
1000.0,0.00567,1.085304970696766,0.8833151581243184,176.98126083763054,1.5329668507353806
1090.0,0.005702,1.1829824180594748,0.8883003583112633,262.33635790055894,2.371841707712576
1102.0,0.005649,1.1960060777078358,0.8800436205016358,282.0294783900837,2.197723950163903
1087.8,0.006057,1.1805947471239417,0.9436049228851846,208.60696594242108,1.1808326177701347
1051.0,0.006213,1.1406555242023009,0.9679077737965415,149.16306412419726,0.388016151029164
1014.2,0.00619,1.10071630128066,0.9643246611621747,115.70158811021747,-0.10423138858547015
995.6,0.006311,1.0805296288257,0.9831749493690606,79.53804887941556,-0.6707882723887127
977.0,0.006494,1.0603429563707403,1.0116840629381523,34.37501020803745,-1.3536648155502724
927.6,0.006464,1.00672889081832,1.0070104377628915,-10.670393288457944,-1.80994980974621
943.3,0.006482,1.023768178858259,1.0098146128680479,2.4168488094393297,-1.5038960421759773
937.0,0.006426,1.0169307575428697,1.0010905125408942,4.245428949314487,-1.396145934765467
903.0,0.006337,0.9800303885391796,0.9872254245209533,-16.835934756955112,-1.5601472007294928
897.5,0.00637,0.9740612112003473,0.9923664122137404,-27.125990910810174,-1.5269771811252824
915.6,0.006437,0.9937052311699588,1.0028041751051566,-18.75125643530373,-1.321610880985115
908.7,0.006258,0.9862166268721512,0.9749182115594328,0.33116936894043647,-1.019617374853747
898.2,0.006206,0.974820924679835,0.9668172612556473,-2.6208633583182745,-0.9549471170295126
879.6,0.006304,0.9546342522248752,0.9820844368281663,-35.44587860310003,-1.170058810527915
837.6,0.00628,0.9090514434556111,0.9783455366879575,-73.96220140029641,-1.3975687134994752
847.1,0.006303,0.9193618406772304,0.9819286493223243,-67.80072538631646,-1.2112931220191108
913.5,0.0064,0.9914260907314956,0.9970400373890014,-15.480587414314869,-0.6733956470679203
898.6,0.006383,0.9752550466681138,0.9943916497896867,-27.912982728995416,-0.7116768820754722
846.0,0.005938,0.9181680052094638,0.9250662096899828,-15.919801260343888,-0.5310025007367984
829.0,0.005905,0.8997178207076189,0.9199252219971957,-28.129745106488826,-0.5862627399710388
714.0,0.005524,0.7749077490774908,0.8605701822713818,-87.82636951198049,-1.3028666074368696
670.9,0.005082,0.7281311048404602,0.7917121046892038,-66.76864769367933,-1.0431003081939125
880.0,0.005384,0.9550683742131539,0.8387599314534974,98.49508083770775,1.9975075791755061
780.3,0.005331,0.8468634686346863,0.8305031936438697,6.488201327232446,0.42727025518460626
699.8,0.005323,0.7594964184935967,0.8292568935971334,-72.85057293849957,-1.2643358206939368
674.0,0.005121,0.7314955502496202,0.7977878174170431,-69.32962314823521,-1.0780591605821785
695.0,0.005107,0.7542869546342522,0.7956067923352548,-46.29747811326661,-0.4750768391871056
707.2,0.005086,0.7675276752767528,0.792335254712572,-31.04926056081331,-0.06730306132835964
657.2,0.004865,0.7132624267419145,0.7579062159214831,-48.970399651662774,-0.45087374809464653
649.8,0.004732,0.7052311699587583,0.7371864776444929,-37.06502181945905,-0.13110631327255007
657.0,0.004689,0.7130453657477751,0.7304876148932855,-23.623433497769042,0.19989412555138164
682.0,0.004715,0.7401779900151942,0.7345380900451783,-2.397417134139687,0.7022564720931607
657.5,0.004503,0.7135880182331236,0.7015111388066677,3.8750648239594057,0.8498260059418294
635.0,0.004585,0.6891686563924463,0.7142857142857142,-30.52749895228635,0.03725000227692511
648.3,0.004563,0.7036032125027132,0.7108583891571896,-14.034128183049802,0.42058509357809115
663.0,0.004685,0.7195571955719557,0.7298644648699174,-17.042820630635106,0.28690675955679895
661.8,0.004746,0.7182548296071196,0.7393675027262814,-27.097166854427883,-0.019438982048639347
646.0,0.004775,0.7011070110701108,0.7438853403957002,-47.10661014114885,-0.5021065063502599
639.5,0.004768,0.6940525287605818,0.742794827854806,-52.59053762366443,-0.6085207179797797
638.6,0.004745,0.6930757542869547,0.7392117152204393,-50.15201363764436,-0.501585588783122
645.2,0.004665,0.7002387670935534,0.7267487147530768,-31.939756294965377,-0.0281032801043416
644.7,0.004682,0.699696114608205,0.7293971023523914,-34.90736098028469,-0.17968441924485704
660.8,0.00479,0.7171695246364228,0.7462221529833307,-34.4839083929013,-0.21619687352732786
645.8,0.00474,0.7008899500759713,0.7384327776912292,-42.22624755372692,-0.41351995565547456
645.5,0.00478,0.7005643585847623,0.7446642779249104,-48.332376225066355,-0.6357397411379557
640.0,0.00471,0.6945951812459301,0.7337591525159681,-43.671651050222295,-0.5143321424766402
648.5,0.004707,0.7038202734968526,0.7332917899984421,-34.736191399871814,-0.10769851048112566
638.2,0.0047,0.692641632298676,0.7322012774575479,-44.02011888238735,-0.7173106608613656
631.2,0.004708,0.6850444975037986,0.7334475775042842,-52.18134461665534,-1.1406295454980755
605.9,0.004661,0.6575862817451704,0.7261255647297087,-70.65914342783151,-2.025362093166436
621.3,0.004722,0.6742999782939005,0.7356286025860725,-64.11348965162415,-1.486511982141433
610.4,0.004703,0.6624701541133058,0.7326686399750739,-72.2555785327379,-1.6795596257547671
612.8,0.004704,0.665074886042978,0.732824427480916,-70.00073174952138,-1.4564099883770534
600.9,0.004652,0.6521597568916866,0.7247234771771304,-74.35276447678007,-1.64051399258799
588.0,0.004655,0.6381593227696983,0.7251908396946565,-87.68822412713052,-2.0273094258440225
603.7,0.004713,0.6551986108096376,0.7342265150334943,-80.40711070057273,-1.5259166078660678
606.0,0.004724,0.6576948122422401,0.7359401775977567,-79.70379608519113,-1.387690005691453
590.3,0.004917,0.6406555242023008,0.7660071662252688,-123.41836692440415,-2.8500238287118185
539.1,0.0045,0.5850879097026265,0.7010437762891415,-114.08947552568998,-2.0437660694325035
553.3,0.004554,0.6004992402865205,0.7094563016046113,-107.72774923199836,-1.5810285698466728
553.3,0.004538,0.6004992402865205,0.7069637015111389,-105.40529776346273,-1.3411729124678697
527.5,0.004535,0.572498372042544,0.7064963389936126,-130.7698381131121,-1.9375078359915254
557.0,0.004532,0.6045148686780986,0.7060289764760865,-100.8343784627616,-0.862680092885712
552.4,0.004533,0.5995224658128934,0.7061847639819285,-105.57953167954508,-0.9353351577416913
551.5,0.004535,0.5985456913392664,0.7064963389936126,-106.76983811311209,-0.8899242247235095
553.2,0.004462,0.6003907097894509,0.6951238510671444,-94.4736532879175,-0.38761423104576587
550.0,0.004446,0.5969177338832212,0.692631250973672,-95.3512018193818,-0.34902470217782366
539.2,0.004448,0.5851964401996962,0.692942825985356,-106.44150825294867,-0.7211918683061829
548.8,0.004445,0.595615367918385,0.6924754634678298,-96.40604860259839,-0.19915094778689732
542.0,0.004398,0.5882352941176471,0.6851534506932544,-96.38384741377445,-0.1068696866115825
516.7,0.00439,0.5607770783590189,0.6839071506465181,-120.52262167950653,-1.2917458227833194
520.0,0.00438,0.5643585847623183,0.6823492755880979,-115.77108951167168,-0.9605462280714928
523.3,0.004341,0.5679400911656175,0.6762735628602586,-106.81011405711581,-0.3670615690060973
510.4,0.00434,0.5539396570436292,0.6761177753544165,-119.56496084033222,-1.0917092732324074
513.0,0.004344,0.5567614499674408,0.6767409253777846,-117.54557370746613,-0.8941563242731426
511.5,0.004366,0.5551334925113958,0.6801682505063094,-122.23894447670284,-1.1293798542122193
504.5,0.00432,0.5475363577165183,0.6730020252375759,-122.56189650466251,-1.0894925331771554
518.5,0.004256,0.5627306273062731,0.6630316248636859,-99.27209063051941,0.9843933027132066
526.8,0.00416,0.5717386585630562,0.6480760243028508,-77.03738181930464,2.451689277061641
517.0,0.004025,0.5611026698502279,0.6270447110141766,-67.24169755353387,2.5153116835935942
