ALPHAUSDT,GALAUSDT,ALPHAUSDT_perc,GALAUSDT_perc,spread,zscore
0.13448,0.05288,1.1474402730375426,0.9389204545454546,-0.0033327967178785334,1.3986060091897916
0.12114,0.04737,1.033617747440273,0.8410866477272727,-0.002312953489521666,1.393625914023772
0.12085,0.04768,1.0311433447098977,0.8465909090909091,-0.0034108575550008957,1.154770422756813
0.12781,0.05143,1.090529010238908,0.9131747159090908,-0.006223890605153021,0.7130334494612749
0.13812,0.05309,1.1784982935153583,0.9426491477272727,-0.00024008656868704237,1.480538558109262
0.16743,0.05493,1.4285836177474402,0.9753196022727272,0.024274611881371644,3.3491873720104195
0.15578,0.05577,1.3291808873720137,0.990234375,0.010435452478137569,1.6848858082718097
0.15163,0.05705,1.2937713310580203,1.0129616477272727,0.0029495905303523196,0.8567395406811182
0.16161,0.06473,1.378924914675768,1.149325284090909,-0.007085581156359211,-0.23057762549947006
0.16219,0.05941,1.3838737201365188,1.0548650568181817,0.0073590950641232444,1.2080174716899987
0.16237,0.05814,1.385409556313993,1.0323153409090908,0.010848895590441443,1.4628274887810684
0.16642,0.05905,1.4199658703071674,1.0484730113636362,0.012527306236937874,1.4832179661747822
0.17107,0.06116,1.459641638225256,1.0859375,0.011678346307385595,1.2622624907412896
0.17579,0.06008,1.499914675767918,1.0667613636363635,0.019212979825829396,1.8051526078132023
0.17517,0.06067,1.4946245733788395,1.0772372159090908,0.017055355959272128,1.4161775167546422
0.17317,0.06221,1.4775597269624572,1.1045809659090908,0.011041897053342992,0.7554860167998814
0.1599,0.05978,1.364334470989761,1.061434659090909,0.0041048224698415625,0.018597449034831844
0.1664,0.06337,1.4197952218430034,1.1251775568181817,0.0012487721631626036,-0.3259036794788609
0.16009,0.06201,1.3659556313993175,1.1010298295454546,-0.001516874517315553,-0.6499326492598454
0.16444,0.06602,1.4030716723549488,1.1722301136363635,-0.0076175045256115514,-1.285554307451691
0.16062,0.06716,1.3704778156996589,1.1924715909090908,-0.014408506572857804,-1.852997067033072
0.15485,0.07047,1.3212457337883958,1.2512428977272727,-0.028804837078458767,-2.5903265042831976
0.15589,0.06702,1.3301194539249146,1.1899857954545454,-0.01877364667231879,-1.596366329369943
0.15309,0.06946,1.3062286689419795,1.233309659090909,-0.027932633510284438,-1.9767263822499375
0.14287,0.06317,1.2190273037542663,1.1216264204545454,-0.021759999407495956,-1.4298777954084634
0.13792,0.05797,1.1767918088737201,1.029296875,-0.013158060244618353,-0.8156359206383491
0.12395,0.0528,1.05759385665529,0.9375,-0.013654305346141926,-0.7725400234327796
0.12482,0.05208,1.0650170648464163,0.9247159090909091,-0.010907883000512722,-0.5250538390659261
0.12947,0.05394,1.1046928327645051,0.9577414772727273,-0.011105307393388192,-0.49198836997404327
0.12726,0.05331,1.0858361774744028,0.9465553977272727,-0.011673437840962614,-0.5128897763518188
0.13148,0.0543,1.1218430034129694,0.9641335227272727,-0.01003351856620277,-0.35008048638913636
0.1313,0.05483,1.120307167235495,0.973544034090909,-0.011594773903957606,-0.394683019148871
0.13405,0.05466,1.1437713310580204,0.9705255681818181,-0.0084017297390174,-0.10368088404990332
0.11928,0.04983,1.0177474402730375,0.884765625,-0.01058406317042146,-0.19661192485218082
0.11916,0.05072,1.0167235494880547,0.9005681818181818,-0.013023529680990895,-0.30498816776045035
0.11462,0.04959,0.9779863481228669,0.8805042613636364,-0.014618589055211711,-0.3711092050229849
0.12584,0.05224,1.0737201365187714,0.9275568181818182,-0.01030486574398587,0.22664448372571733
0.1216,0.05075,1.037542662116041,0.9011008522727273,-0.010661713945392129,0.3039627650430092
0.12191,0.05037,1.0401877133105804,0.8943536931818181,-0.009361379929643351,0.6195774858247574
0.12257,0.05057,1.0458191126279863,0.8979048295454545,-0.009222608358984793,0.7590536248293608
0.12095,0.04983,1.0319965870307168,0.884765625,-0.008914063170421455,0.83040272992953
0.11839,0.05021,1.0101535836177473,0.8915127840909091,-0.012464397186170206,0.20561850826206188
0.1193,0.05163,1.0179180887372015,0.9167258522727273,-0.015255119034494488,-0.4735051070063937
0.11885,0.05097,1.0140784982935154,0.9050071022727273,-0.013985065217667694,-0.26281680805384533
0.10711,0.04726,0.9139078498293515,0.8391335227272727,-0.01605627785338387,-1.2516389794014342
0.11667,0.04868,0.9954778156996587,0.8643465909090909,-0.010196999701708148,0.6811960071151739
0.11806,0.04907,1.0073378839590443,0.8712713068181819,-0.009823395138923968,0.7773068173059748
0.12905,0.05197,1.101109215017065,0.9227627840909091,-0.006391207364374929,2.001342254338237
0.12877,0.05208,1.0987201365187713,0.9247159090909091,-0.006957883000512727,1.572573766324662
0.1299,0.05203,1.1083617747440273,0.923828125,-0.005697575893177376,1.7914142740161563
0.12817,0.05121,1.0936006825938567,0.9092684659090908,-0.005290539332877431,1.6905118069719796
0.11641,0.04786,0.9932593856655291,0.8497869318181818,-0.008319963141408204,0.6580726966448646
0.11855,0.04865,1.011518771331058,0.8638139204545454,-0.00823881543730691,0.628612487500638
0.1114,0.04715,0.9505119453924915,0.8371803977272727,-0.01147960221724606,-0.3755357806327776
0.11235,0.04768,0.9586177474402731,0.8465909090909091,-0.01191085755500089,-0.4922941436744682
0.1158,0.04904,0.9880546075085325,0.8707386363636364,-0.012005210874522734,-0.5447866965215162
0.10625,0.04191,0.9065699658703071,0.744140625,-0.002973417368500167,2.072078337069429
0.1076,0.04332,0.9180887372013652,0.7691761363636362,-0.005298077795357348,1.2400703249907323
0.10546,0.04144,0.8998293515358362,0.7357954545454545,-0.0025385305595477525,1.7710814348976578
0.10313,0.04024,0.8799488054607508,0.7144886363636364,-0.0017411599834990799,1.7323668653578033
0.11154,0.04245,0.9517064846416382,0.7537286931818182,0.0009092658722779229,2.0105335639056334
0.11267,0.04209,0.9613481228668943,0.7473366477272727,0.002977477045092533,2.0615405813906458
0.10742,0.04127,0.9165529010238909,0.7327769886363636,-0.0001354863946075313,1.3162498463710561
0.10384,0.04054,0.8860068259385666,0.7198153409090908,-0.0018130026275112454,0.9195697564428457
0.10551,0.04085,0.9002559726962458,0.7253196022727272,-0.0009509066929904858,0.9983785239964713
0.1071,0.04023,0.9138225255972696,0.7143110795454546,0.002254901437967985,1.554452308391613
0.1112,0.04014,0.9488054607508531,0.7127130681818182,0.006589454231171632,2.093734927819862
0.11551,0.04085,0.985580204778157,0.7253196022727272,0.00904909330700951,2.151628706111429
0.11204,0.0405,0.9559726962457338,0.7191051136363636,0.006491243058357035,1.5125638890059119
0.11387,0.04025,0.9715870307167236,0.7146661931818181,0.008972778595033842,1.6788838429516024
0.10885,0.03941,0.9287542662116042,0.6997514204545454,0.006141937998267927,1.128033011081435
0.11434,0.04047,0.9755972696245734,0.7185724431818181,0.00886942732275825,1.3745700162164998
0.11702,0.04139,0.9984641638225256,0.7349076704545455,0.009151776547787593,1.2793417443599093
0.11642,0.04119,0.9933447098976109,0.7313565340909091,0.009073004977129054,1.1536604563267432
0.11416,0.04084,0.974061433447099,0.7251420454545454,0.007725154728476569,0.8910576411481465
0.1178,0.04048,1.0051194539249146,0.71875,0.012303365901291177,1.5071612449075902
0.1182,0.04063,1.0085324232081911,0.7214133522727272,0.012312444579285098,1.4946588811636068
0.12055,0.04223,1.0285836177474403,0.7498224431818181,0.010492617144553532,1.0608914870664532
0.1155,0.03983,0.9854948805460751,0.7072088068181818,0.01169735829665089,1.2084850341473468
0.1119,0.03952,0.9547781569965871,0.7017045454545454,0.008905262362130129,0.5825234845883487
0.11119,0.03917,0.9487201365187713,0.6954900568181819,0.00910741211347764,0.5540619967639516
0.10935,0.0378,0.9330204778156997,0.6711647727272727,0.010837826854466576,0.8635451715117968
0.10849,0.03667,0.9256825938566553,0.6511008522727273,0.012922767480245748,1.2216633202353364
0.1184,0.0366,1.0102389078498295,0.6498579545454546,0.02301519743051525,2.7809948648259635
0.11031,0.03713,0.9412116040955631,0.6592684659090909,0.013543942092760414,0.8829542805452236
0.11204,0.03691,0.9559726962457338,0.6553622159090908,0.015847293365036014,1.3400204910883156
0.11029,0.03561,0.9410409556313993,0.6322798295454546,0.0174852781557554,1.6119896123708286
0.10598,0.03292,0.9042662116040956,0.5845170454545454,0.020185800530397882,1.9570875786849578
0.10852,0.03285,0.9259385665529011,0.5832741477272727,0.022908230480667383,2.1370750884147847
0.10969,0.03324,0.9359215017064846,0.5901988636363636,0.02306183504345155,1.8813128314078793
0.1082,0.03339,0.9232081911262799,0.5928622159090909,0.02118091372144547,1.367703105939894
0.1133,0.03405,0.9667235494880546,0.6045809659090908,0.024560859904618704,1.7566473589253577
0.1135,0.03304,0.9684300341296929,0.5866477272727273,0.02739306347279301,1.932033723377379
0.11742,0.03398,1.001877133105802,0.6033380681818182,0.02886328985488819,1.8733180195724246
0.11672,0.03498,0.9959044368600684,0.6210937499999999,0.025557147708180974,1.247629265834508
0.1128,0.03443,0.962457337883959,0.611328125,0.02307052588886993,0.799729532582999
0.1157,0.03518,0.9872013651877133,0.6246448863636364,0.024015919278839504,0.8591945620884859
0.11671,0.03661,0.9958191126279863,0.6500355113636362,0.021299136009048175,0.38330280846204984
0.11803,0.0439,1.0070819112627987,0.7794744318181818,0.0036203597595524384,-2.1370120864402637
0.11808,0.04199,1.0075085324232083,0.7455610795454545,0.008648091259763263,-1.3605904276718683
0.11556,0.03989,0.9860068259385665,0.7082741477272727,0.011600989767848444,-0.9873347527938743
0.1113,0.03832,0.9496587030716723,0.6803977272727273,0.011432632938178797,-1.0480593308179118
0.13539,0.03284,1.1552047781569967,0.5830965909090909,0.04980429190213445,3.1082903622080393
0.1417,0.03859,1.2090443686006827,0.6851917613636364,0.04112897455856784,1.8789838515371504
0.13711,0.04091,1.1698805460750854,0.7263849431818182,0.03049272477820708,0.7960034396389123
0.12853,0.03716,1.0966723549488056,0.6598011363636364,0.03168575782835921,0.8274607657197504
0.12802,0.03609,1.092320819112628,0.6408025568181818,0.033964329925335934,0.9517104423589882
0.10471,0.03269,0.8934300341296928,0.5804332386363635,0.019515213224140543,-0.4262851293722912
0.08328,0.02559,0.7105802047781571,0.45436789772727276,0.01658882246576189,-0.6820900553307491
0.09781,0.03169,0.834556313993174,0.5626775568181819,0.015221355370847747,-0.7645862540893636
0.09268,0.03203,0.7907849829351535,0.5687144886363636,0.009205267040967302,-1.2119658323968066
0.08698,0.02952,0.7421501706484642,0.5241477272727273,0.010046683829202457,-1.057796662751975
0.0863,0.02943,0.7363481228668942,0.5225497159090909,0.009601236622406112,-1.007777094536859
0.08965,0.02964,0.7649317406143344,0.5262784090909091,0.01240394677159759,-0.7065465602565075
0.09055,0.02932,0.7726109215017065,0.5205965909090908,0.014137912258543911,-0.5053652779128746
0.0882,0.02817,0.7525597269624573,0.5001775568181818,0.014784975727257232,-0.4082119385080218
0.0881,0.02735,0.7517064846416383,0.4856178977272727,0.016822012287557156,-0.21180735792712146
0.08648,0.0275,0.7378839590443687,0.48828125,0.014811090965551069,-0.34472645599106333
0.08763,0.0276,0.7476962457337885,0.4900568181818182,0.01570047675088035,-0.24704264017807173
0.08305,0.02574,0.7086177474402731,0.45703124999999994,0.015967901143755805,-0.2857785799199776
0.08362,0.02468,0.713481228668942,0.4382102272727273,0.01930041181926548,-0.03818212815452998
0.0859,0.02548,0.7329351535836178,0.4524147727272727,0.019495498101899697,-0.055235793001276894
0.08975,0.02598,0.7657849829351535,0.4612926136363636,0.02204242702854607,0.13330176589472228
0.08888,0.02534,0.7583617747440273,0.4499289772727273,0.022840358002438693,0.4145420474561049
0.0907,0.02503,0.7738907849829352,0.4444247159090909,0.02546826206791794,0.9789149036448377
0.08985,0.0251,0.7666382252559727,0.44566761363636365,0.024435832117648437,0.9258243007789829
0.08857,0.02531,0.755716723549488,0.44939630681818177,0.02260854226683992,0.7937177375516855
0.08645,0.02476,0.7376279863481229,0.4396306818181818,0.021921920447528886,0.9598437655650823
0.08889,0.02525,0.7584470989761092,0.44833096590909094,0.023084910795642344,1.1317566141721782
0.09165,0.02593,0.7819965870307167,0.4604048295454546,0.024072734135881416,1.2102215724457945
0.08941,0.02526,0.7628839590443687,0.4485085227272727,0.023578849374175273,1.016087060555339
0.09375,0.02555,0.7999146757679181,0.4536576704545454,0.02716306815163018,1.5548399498324088
0.09042,0.0249,0.7715017064846417,0.44211647727272724,0.025527060546989888,1.1548155171861922
0.09164,0.02517,0.7819112627986348,0.44691051136363635,0.026043402167378923,1.2000836803760568
0.08985,0.02587,0.7666382252559727,0.45933948863636365,0.02242910266468387,0.3294138391500682
0.0905,0.02706,0.7721843003412969,0.48046875,0.019977793510102246,-0.35230585441156126
0.08644,0.02561,0.737542662116041,0.45472301136363635,0.019696699622827746,-0.5235480483329525
0.08855,0.02641,0.7555460750853242,0.46892755681818177,0.01972178590546196,-0.5775589334897988
0.0895,0.02576,0.7636518771331058,0.45738636363636365,0.022365778300821648,0.09718096493309387
0.09162,0.02554,0.781740614334471,0.45348011363636365,0.02505912957309725,0.9257985000128099
0.09135,0.02517,0.7794368600682594,0.44691051136363635,0.025753402167378925,1.1605632450700343
0.0947,0.02517,0.8080204778156997,0.44691051136363635,0.02910340216737893,2.18879768079791
0.09449,0.0252,0.8062286689419795,0.4474431818181818,0.02881521790297771,1.8439953548740844
0.09259,0.0244,0.7900170648464164,0.43323863636363635,0.029000131620343497,1.6735819994045518
0.09326,0.02401,0.7957337883959044,0.4263139204545454,0.03068652705755931,1.9262599916729761
0.0801,0.02032,0.6834470989761092,0.36079545454545453,0.027143191578909015,0.7697076872991242
0.08198,0.02069,0.6994880546075085,0.3673650568181818,0.028058918984627333,0.9762983846467473
0.08121,0.02027,0.6929180887372014,0.3599076704545454,0.02838349868624438,0.9781371397773512
0.0772,0.01847,0.658703071672355,0.3279474431818182,0.029064554550317395,1.0735403879528163
0.0804,0.01941,0.6860068259385665,0.34463778409090906,0.02981478093241259,1.173016973003915
0.07764,0.019,0.6624573378839591,0.33735795454545453,0.028123299212562562,0.6223503672973186
0.0796,0.01895,0.6791808873720137,0.33647017045454547,0.030213606319897925,1.1133711275278202
0.08005,0.01892,0.6830204778156996,0.3359375,0.030741790584299135,1.1721985304184828
0.0803,0.01872,0.6851535836177474,0.33238636363636365,0.03151301901364058,1.2526322205199287
0.07965,0.0184,0.6796075085324232,0.3267045454545454,0.0316969845005869,1.185068068425809
0.0801,0.01829,0.6834470989761092,0.32475142045454547,0.0324336601367247,1.2439770547580995
0.07857,0.0178,0.6703924914675768,0.31605113636363635,0.03218066978861124,1.1097350837339222
0.07621,0.01687,0.6502559726962457,0.29953835227272724,0.03224438198504897,1.0933518196380774
0.0749,0.01618,0.6390784982935153,0.2872869318181818,0.03273262006627695,1.2922347212146104
0.0705,0.0165,0.6015358361774743,0.29296875,0.027498654579330636,-0.9310735389600003
0.0667,0.01665,0.5691126279863481,0.2956321022727273,0.023307733257324548,-2.569521586236235
0.06435,0.01686,0.549061433447099,0.29936079545454547,0.020410443406516043,-2.920342093452205
0.07037,0.0177,0.6004266211604096,0.3142755681818182,0.024241284003281967,-1.4776646374227538
0.0782,0.01758,0.6672354948805461,0.3121448863636363,0.03238402106088684,0.9890105327873182
0.07955,0.0179,0.6787542662116041,0.31782670454545453,0.03290005557394052,1.0572148885604102
0.07705,0.01805,0.6574232081911262,0.3204900568181818,0.030009134251934425,0.21308574099615143
0.07632,0.01855,0.6511945392491467,0.3293678977272727,0.027976063178580812,-0.4039349090582629
