SFPUSDT,CRVUSDT,SFPUSDT_perc,CRVUSDT_perc,spread,zscore
0.3715,1.113,1.0458896396396395,1.537292817679558,-0.07321407188911433,1.9541579140413925
0.3453,1.049,0.9721283783783783,1.4488950276243093,-0.07384201384697298,1.7227698785217933
0.339,0.998,0.9543918918918919,1.3784530386740332,-0.059764280094641575,1.993918854670096
0.363,1.024,1.0219594594594594,1.414364640883978,-0.04615292867426157,2.123846392666482
0.3594,1.1,1.0118243243243243,1.5193370165745859,-0.08011974759930446,0.8791270983735303
0.3755,1.183,1.0571509009009008,1.6339779005524864,-0.09718351037270645,0.2191089306643391
0.38,1.176,1.0698198198198199,1.6243093922651934,-0.08988656652434723,0.418785878734387
0.3977,1.179,1.1196509009009008,1.6284530386740332,-0.07338525674507262,1.0107121143888942
0.3705,1.053,1.0430743243243243,1.4544198895027625,-0.0502402674746068,1.6659945820794386
0.3844,1.047,1.0822072072072073,1.4461325966850829,-0.033942887033156066,1.921819051685022
0.3765,0.991,1.0599662162162162,1.3687845303867403,-0.019467336246282385,2.030683545275496
0.4179,1.079,1.1765202702702702,1.490331491712707,-0.01322891605422677,1.925535885821927
0.3888,1.061,1.0945945945945945,1.4654696132596685,-0.03513677472987453,1.1861287047185676
0.3963,1.147,1.1157094594594594,1.5842541436464088,-0.06199922772400196,0.38861557443568906
0.3991,1.154,1.1235923423423424,1.5939226519337015,-0.06199617157236109,0.33621794685274936
0.3916,1.092,1.1024774774774775,1.5082872928176798,-0.04472324034403674,0.7529214018962457
0.3705,1.072,1.0430743243243243,1.4806629834254146,-0.05783197220586761,0.28567529667026653
0.392,1.091,1.1036036036036037,1.5069060773480663,-0.04392367693712823,0.6967799956832235
0.3914,1.152,1.1019144144144144,1.591160220994475,-0.06889704475854419,-0.3828301272981191
0.3964,1.037,1.1159909909909909,1.4323204419889501,-0.017947252964071514,1.6322511898427274
0.3998,1.167,1.125563063063063,1.611878453038674,-0.06649049586217115,-0.46841832299361635
0.3915,1.128,1.1021959459459458,1.5580110497237567,-0.05920752299274118,-0.1842819207381475
0.3985,1.203,1.1219031531531531,1.6616022099447516,-0.08217477851087562,-1.1559102412515743
0.4036,1.242,1.1362612612612613,1.7154696132596685,-0.09265775138030546,-1.4543308632293919
0.3935,1.183,1.1078265765765767,1.6339779005524864,-0.07918351037270643,-0.8298666716387458
0.4045,1.143,1.138795045045045,1.578729281767956,-0.05220097409636809,0.2059440702705415
0.3908,1.052,1.1002252252252251,1.4530386740331493,-0.02954070406769843,1.0502762692719696
0.392,1.07,1.1036036036036037,1.477900552486188,-0.03553284539205065,0.7188458138646628
0.359,1.053,1.0106981981981982,1.4544198895027625,-0.061740267474606814,-0.5023975501662777
0.391,1.06,1.1007882882882882,1.4640883977900554,-0.03253721132296605,0.7937089086311407
0.3898,1.083,1.0974099099099097,1.4958563535911602,-0.04292716968186061,0.3451519577681334
0.3545,0.935,0.9980292792792792,1.291436464088398,-0.01909178545940876,1.4368701910035435
0.3848,0.981,1.0833333333333333,1.3549723756906078,-0.0071717021771978695,1.921792008560157
0.3909,0.944,1.1005067567567568,1.3038674033149171,0.013712143878415184,2.3476860885690543
0.3292,0.861,0.9268018018018017,1.1892265193370166,-0.014824093348182799,1.1410751952969618
0.353,0.915,0.9938063063063062,1.2638121546961327,-0.012600517321239624,1.1098362751360347
0.355,0.943,0.9994369369369368,1.3024861878453038,-0.021788292714676416,0.7269160048162123
0.3506,0.921,0.9870495495495496,1.2720994475138123,-0.017397897762690295,0.8076750289213496
0.3496,0.887,0.9842342342342343,1.2251381215469614,-0.004812741927802733,1.1463724821779884
0.3515,0.929,0.9895833333333333,1.2831491712707184,-0.01969440501795805,0.5691192666034051
0.353,0.914,0.9938063063063062,1.2624309392265194,-0.012200953914331125,0.815339462729069
0.3538,0.94,0.9960585585585585,1.298342541436464,-0.02178960249395101,0.41993197874510896
0.3598,0.927,1.0129504504504505,1.280386740331492,-0.010595278204141079,0.7416151059455802
0.359,0.917,1.0106981981981982,1.2665745856353592,-0.0073996441350565045,0.7888442932521855
0.3638,0.891,1.0242117117117118,1.2306629834254144,0.00778900444456343,1.3860205040310047
0.3715,0.858,1.0458896396396395,1.1850828729281768,0.02867459687254259,2.2192176118813682
0.388,0.897,1.0923423423423424,1.238950276243094,0.029591624003112715,1.9942378716876834
0.3782,0.913,1.0647522522522521,1.2610497237569063,0.013398609492577318,1.1336241484590956
0.3906,0.906,1.099662162162162,1.2513812154696133,0.028595553340936553,1.6089529690633666
0.3863,0.891,1.0875563063063063,1.2306629834254144,0.030289004444563394,1.6247490633547936
0.3907,0.897,1.0999436936936937,1.238950276243094,0.032291624003112696,1.5440881952598784
0.3784,0.883,1.0653153153153152,1.2196132596685083,0.025585511699831143,1.1643741133440084
0.3757,0.882,1.0577139639639639,1.218232044198895,0.02328507510673955,0.9559514617741313
0.3545,0.851,0.9980292792792792,1.175414364640884,0.014471540720901788,0.47027253521669116
0.3567,0.818,1.004222972972973,1.1298342541436464,0.029857133148880943,1.1574173961520455
0.3595,0.821,1.0121058558558558,1.1339779005524862,0.03145844292815553,1.1197621821539243
0.3527,0.8,0.9929617117117117,1.1049723756906078,0.03304927447323314,1.0853507816847414
0.3553,0.813,1.0002815315315314,1.12292817679558,0.030454950183423257,0.8818444305794795
0.3657,0.805,1.0295608108108107,1.111878453038674,0.04405145743869088,1.417278937539722
0.3841,0.816,1.0813626126126126,1.12707182320442,0.058056259962697865,1.8329129471992067
0.3816,0.89,1.0743243243243243,1.2292817679558012,0.02598856785147191,0.2674197645553581
0.3773,0.912,1.0622184684684686,1.259668508287293,0.012898172899485805,-0.4905739779121565
0.3812,0.85,1.0731981981981982,1.1740331491712708,0.04157110412781023,1.0500660690948798
0.375,0.847,1.0557432432432432,1.169889502762431,0.036569794348535634,0.682433846565807
0.3863,0.894,1.0875563063063063,1.2348066298342542,0.02909031422383801,0.016386095561698927
0.3801,0.877,1.0701013513513513,1.2113259668508287,0.029682892141281836,-0.026054406125905875
0.3857,0.917,1.085867117117117,1.2665745856353592,0.019300355864943497,-0.9769270042328105
0.3798,0.876,1.0692567567567568,1.2099447513812156,0.029782455548190367,0.026008466302540785
0.377,0.905,1.0613738738738738,1.25,0.015395116747844995,-1.3801514479202068
0.3907,0.934,1.0999436936936937,1.2900552486187846,0.017507777947499692,-1.08845988248957
0.3949,0.909,1.1117680180180178,1.2555248618784531,0.03169686312021114,0.23978627155143045
0.4078,0.942,1.1480855855855856,1.3011049723756907,0.031411270692232096,0.21712010311909555
0.4191,0.935,1.1798986486486485,1.291436464088398,0.04550821454059123,1.382957990562159
0.4034,0.907,1.1356981981981982,1.2527624309392267,0.04099598993402809,0.893272732685132
0.4035,0.884,1.1359797297297298,1.2209944751381216,0.050285948292922655,1.5503737811689213
0.4055,0.891,1.1416103603603605,1.2306629834254144,0.049489004444563445,1.3336834309645318
0.3934,0.865,1.107545045045045,1.1947513812154695,0.04777765302418341,1.0907929808914707
0.4125,0.902,1.1613175675675675,1.2458563535911602,0.052093806968570355,1.3048110352879245
0.4511,1.025,1.2699887387387387,1.4157458563535912,0.04154750791883005,0.4477063773799355
0.452,0.997,1.2725225225225225,1.37707182320442,0.05363528331226686,1.2986941889911607
0.4159,0.949,1.1708896396396395,1.3107734806629834,0.03671432684387288,0.12253722516652378
0.4233,1.003,1.191722972972973,1.3853591160220993,0.02253790287081614,-0.9903278589873318
0.3598,0.769,1.0129504504504505,1.0621546961325967,0.052535740087395366,1.2928320938102653
0.2926,0.554,0.8237612612612613,0.765193370165746,0.07124187257271397,2.317175642865151
0.3371,0.688,0.9490427927927928,0.9502762430939226,0.06220037604698053,1.4984630477605843
0.3153,0.67,0.887668918918919,0.9254143646408841,0.0475925173713328,0.477216511856645
0.3076,0.605,0.8659909909909909,0.835635359116022,0.06586413882038258,1.5028428502673705
0.4913,0.631,1.3831644144144144,0.8715469613259669,0.23917549024076268,4.121554029391806
0.6691,0.609,1.8837274774774775,0.8411602209944752,0.42576588519274877,3.8179019657451994
0.6141,0.607,1.728885135135135,0.8383977900552486,0.37156501200656566,2.516856612149044
0.6242,0.586,1.7573198198198197,0.8093922651933702,0.3900558435516433,2.201910878395927
0.688,0.553,1.9369369369369367,0.7638121546961327,0.46704143597962233,2.2724143172687046
0.7222,0.552,2.0332207207207205,0.7624309392265194,0.5016409993865308,2.0891891119863137
0.579,0.543,1.6300675675675673,0.7500000000000001,0.36203707004870694,1.1425835449544648
0.5298,0.512,1.4915540540540542,0.707182320441989,0.32522353566286927,0.846752373887336
0.488,0.501,1.3738738738738738,0.6919889502762431,0.28781873313886225,0.5699976296631158
0.5,0.633,1.4076576576576576,0.8743093922651934,0.24707636342694572,0.28440102932607625
0.489,0.687,1.376689189189189,0.9488950276243096,0.21449993945388895,0.04756425922769076
0.4836,0.688,1.3614864864864864,0.9502762430939226,0.2087003760469805,-0.032643695310224624
0.4771,0.678,1.343186936936937,0.9364640883977902,0.2061960101160651,-0.09902388871744026
0.4601,0.702,1.2953265765765765,0.9696132596685083,0.1796064883502621,-0.31366408944360646
0.4686,0.685,1.3192567567567568,0.946132596685083,0.19489906626770592,-0.27404366180018774
0.4616,0.645,1.2995495495495495,0.8908839779005525,0.20388160254404425,-0.28719969752879365
0.4497,0.662,1.2660472972972971,0.914364640883978,0.18518902462660042,-0.48783787376512827
0.443,0.671,1.2471846846846846,0.9267955801104973,0.17489295396442428,-0.6259358657682648
0.4491,0.642,1.2643581081081081,0.8867403314917127,0.19258029276476962,-0.566699755071815
0.4887,0.66,1.3758445945945945,0.9116022099447515,0.2249881514404174,-0.4021971196039089
0.4541,0.635,1.2784346846846846,0.8770718232044199,0.20037723661312884,-0.7376043939898619
0.4701,0.67,1.3234797297297298,0.9254143646408841,0.2023925173713328,-0.6944758137336511
0.441,0.675,1.241554054054054,0.9323204419889504,0.17129470033679045,-0.909758125287677
0.4569,0.678,1.2863175675675675,0.9364640883977902,0.18599601011606504,-0.6882078151180405
0.4463,0.652,1.2564752252252251,0.9005524861878453,0.185784658695685,-0.6174997696782073
0.4749,0.667,1.3369932432432432,0.9212707182320443,0.20839120759205815,-0.29290501364700444
0.4635,0.645,1.3048986486486487,0.8908839779005525,0.20578160254404426,-0.23667547901591748
0.4731,0.638,1.3319256756756757,0.8812154696132597,0.21817854639240347,0.20402557724905043
0.4613,0.628,1.298704954954955,0.8674033149171271,0.21037418046148804,0.20011975409816962
0.4785,0.618,1.3471283783783783,0.8535911602209945,0.2315698145305726,1.5358676975725056
0.4665,0.655,1.3133445945945945,0.9046961325966851,0.20478596847495967,0.2689480815470387
0.4692,0.646,1.3209459459459458,0.8922651933701659,0.2110820391371358,0.6792816528402805
0.4951,0.618,1.3938626126126126,0.8535911602209945,0.2481698145305726,2.429953508252258
0.4334,0.545,1.2201576576576576,0.7527624309392266,0.21563794323489008,0.6786229029765793
0.4055,0.559,1.1416103603603605,0.7720994475138122,0.18214405553817167,-1.0873388208802268
0.4035,0.548,1.1359797297297298,0.7569060773480664,0.18453925301416474,-0.9183712296404608
0.3993,0.516,1.1241554054054053,0.7127071823204421,0.19312528203523538,-0.4453251182803613
0.4186,0.528,1.178490990990991,0.7292817679558011,0.2076305211523339,0.25088992474941807
0.4083,0.518,1.1494932432432432,0.7154696132596685,0.20132615522141847,-0.15437320105819513
0.3921,0.524,1.103885135135135,0.7237569060773481,0.1827287747799677,-1.1347212579814776
0.3835,0.526,1.0796734234234233,0.7265193370165747,0.1733296479661508,-1.4753988888664837
0.3906,0.524,1.099662162162162,0.7237569060773481,0.1812287747799677,-0.982667739884694
0.3848,0.521,1.0833333333333333,0.7196132596685083,0.17662746500069307,-1.1186007472366857
0.3915,0.536,1.1021959459459458,0.7403314917127073,0.1773340138970662,-1.1188197738138994
0.3903,0.529,1.0988175675675675,0.7306629834254145,0.1789309577454254,-1.0052149732324678
0.3871,0.508,1.0898085585585584,0.7016574585635359,0.18412178929050305,-0.7389070328684935
0.391,0.51,1.1007882882882882,0.7044198895027625,0.18722266247668615,-0.5327160691111978
0.3964,0.528,1.1159909909909909,0.7292817679558011,0.18543052115233385,-0.5711747422248518
0.3955,0.524,1.1134572072072073,0.7237569060773481,0.18612877477996773,-0.4719914589634637
0.398,0.526,1.1204954954954955,0.7265193370165747,0.18782964796615081,-0.33496501380193866
0.3956,0.533,1.1137387387387387,0.7361878453038675,0.1826327041177916,-0.5334043652843815
0.3895,0.53,1.0965653153153152,0.7320441988950277,0.17773139433851698,-0.7388412066780472
0.3885,0.555,1.09375,0.7665745856353592,0.1667423091658055,-1.2375951907528953
0.391,0.543,1.1007882882882882,0.7500000000000001,0.174037070048707,-0.9602368129605046
0.3856,0.53,1.0855855855855856,0.7320441988950277,0.17383139433851696,-0.9889442621901736
