SHIB1000USDT,1000XECUSDT,SHIB1000USDT_perc,1000XECUSDT_perc,spread,zscore
0.012025,0.04643,1.1290019716458548,1.2565629228687416,-0.0007720094846800328,-1.196733426171074
0.01238,0.04642,1.162332175382593,1.2562922868741544,-0.00041425329052007485,-0.4342908537872616
0.012302,0.04783,1.1550089193502957,1.2944519621109607,-0.0008808766670740011,-1.2687017946349202
0.012676,0.0474,1.1901229931461834,1.2828146143437078,-0.00038836031819585413,-0.19710789147289387
0.012627,0.0461,1.185522486151535,1.2476319350473615,-7.905507740145479e-05,0.4858313201244205
0.016903,0.04597,1.5869871373579947,1.2441136671177266,0.004232775446677989,4.132898641249485
0.015265,0.04494,1.4331987606797483,1.216238159675237,0.0028786634451535512,2.3104655730532033
0.015805,0.04332,1.4838982255187305,1.1723951285520975,0.0038651668990665744,2.4429816522540015
0.014783,0.04313,1.387944793916064,1.1672530446549392,0.002895534588105755,1.5824110382943428
0.01348,0.04313,1.265608863017557,1.1672530446549392,0.0015925345881057564,0.6975692646465442
0.013147,0.04313,1.234344193033518,1.1672530446549392,0.0012595345881057565,0.4401301927242822
0.01287,0.04313,1.208337245329077,1.1672530446549392,0.0009825345881057553,0.23275648167188284
0.013477,0.04313,1.265327199324007,1.1672530446549392,0.0015895345881057552,0.5516498249295176
0.01315,0.04313,1.2346258567270678,1.1672530446549392,0.001262534588105756,0.3095488542118078
0.01331,0.04313,1.2496479203830626,1.1672530446549392,0.0014225345881057564,0.37022097906371104
0.013042,0.04313,1.2244859637592713,1.1672530446549392,0.0011545345881057555,0.1647458099050905
0.013921,0.04313,1.3070134259693924,1.1672530446549392,0.002033534588105755,0.6581400833508476
0.012428,0.04313,1.1668387944793914,1.1672530446549392,0.0005405345881057556,-0.34974481212011477
0.012158,0.0436,1.1414890620599005,1.1799729364005414,0.0001409934625877813,-0.6492644085930728
0.011794,0.04368,1.1073138672425125,1.1821380243572395,-0.0002450560906918746,-0.935985256488224
0.012475,0.04368,1.17125152567834,1.1821380243572395,0.0004359439093081247,-0.4706404667271048
0.012189,0.04368,1.1443995868932495,1.1821380243572395,0.00014994390930812493,-0.7210882846509885
0.012094,0.04368,1.1354802365975025,1.1821380243572395,5.494390930812533e-05,-0.8178510153742449
0.01227,0.04389,1.1520045066190967,1.1878213802435724,0.00017306383194902984,-0.8041876788724434
0.012167,0.04368,1.1423340531405501,1.1821380243572395,0.00012794390930812548,-0.8749450009454244
0.01232,0.04368,1.156698901511595,1.1821380243572395,0.0002809439093081241,-0.7798307470607246
0.012843,0.04367,1.205802272087128,1.1818673883626523,0.0008067001034680818,-0.2833033387812451
0.012637,0.0429,1.1864613651300346,1.1610284167794318,0.0008129270537847663,-0.20126359508051725
0.012012,0.04294,1.1277814289738053,1.1621109607577809,0.00017690227714493856,-0.8457882004015351
0.012246,0.04313,1.1497511970706975,1.1672530446549392,0.0003585345881057557,-0.5705212722077239
0.012212,0.0437,1.1465590085437987,1.1826792963464143,0.00016743152098821004,-0.7931655379243898
0.012908,0.04368,1.2119049854473758,1.1821380243572395,0.0008689439093081241,0.39501368009867605
0.01326,0.04368,1.2449535254905642,1.1821380243572395,0.001220943909308124,0.95103940006464
0.012991,0.04368,1.219697680968923,1.1821380243572395,0.0009519439093081256,0.5912065573684023
0.012867,0.04388,1.2080555816355272,1.1875507442489852,0.0007728200261089852,0.32894227884479116
0.0121,0.04368,1.1360435639846023,1.1821380243572395,6.094390930812439e-05,-0.8769467666006507
0.012194,0.04321,1.1448690263824992,1.1694181326116375,0.0002844850348261013,-0.39042740773682705
0.0117,0.04313,1.0984884048446155,1.1672530446549392,-0.0001874654118942439,-1.4456374218286612
0.011565,0.04313,1.08581353863487,1.1672530446549392,-0.0003224654118942436,-1.5783820468052305
0.011931,0.04313,1.1201765092479579,1.1672530446549392,4.353458810575639e-05,-0.6875590846754469
0.010612,0.04313,0.9963383719838512,1.1672530446549392,-0.0012754654118942443,-2.908754190962427
0.010982,0.04313,1.031076894188339,1.1672530446549392,-0.0009054654118942438,-1.8951902604994477
0.010523,0.04313,0.9879823490752041,1.1672530446549392,-0.0013644654118942449,-2.2001515517286916
0.010384,0.04313,0.9749319312740586,1.1672530446549392,-0.0015034654118942451,-2.0316269854960174
0.010846,0.04313,1.0183081400807434,1.1672530446549392,-0.0010414654118942445,-1.300697401838126
0.011074,0.04313,1.0397145807905361,1.1672530446549392,-0.0008134654118942437,-0.9427782919842544
0.011246,0.04313,1.0558632992207304,1.1672530446549392,-0.0006414654118942435,-0.677501313882637
0.01101,0.04313,1.0337057553281381,1.1672530446549392,-0.0008774654118942436,-0.8712376095113955
0.011117,0.04313,1.0437517603980846,1.1672530446549392,-0.0007704654118942441,-0.6683012437723955
0.011124,0.04313,1.0444089756830344,1.1672530446549392,-0.000763465411894244,-0.6026352529492615
0.011109,0.04313,1.043000657215285,1.1672530446549392,-0.0007784654118942434,-0.5588731954378866
0.01114,0.04313,1.045911182048634,1.1672530446549392,-0.0007474654118942436,-0.46844602475198477
0.011329,0.04313,1.0636559947422777,1.1672530446549392,-0.0005584654118942437,-0.1589306305536356
0.011205,0.04313,1.0520138954088818,1.1672530446549392,-0.0006824654118942446,-0.23522330530050675
0.010953,0.04313,1.02835414515069,1.1672530446549392,-0.000934465411894245,-0.5634241820554423
0.011168,0.04313,1.048540043188433,1.1672530446549392,-0.0007194654118942434,-0.06325666249255285
0.01161,0.04313,1.0900384940381185,1.1672530446549392,-0.0002774654118942437,0.9813609159340158
0.011455,0.04313,1.0754858698713734,1.1672530446549392,-0.00043246541189424434,0.8105501307463494
0.011198,0.04368,1.051356680123932,1.1821380243572395,-0.0008410560906918756,-0.1930652719014935
0.011112,0.04092,1.0432823209088349,1.1074424898511503,-0.00016634650254376132,1.6160271683689125
0.011007,0.04076,1.0334240916345883,1.1031123139377537,-0.0002272473959844517,1.5973905173022036
0.01105,0.03877,1.037461271242137,1.049255751014885,0.00036423524184697915,2.6188285736561427
0.010236,0.038,0.9610365223922636,1.0284167794316645,-0.00023753780783633723,1.035332157851363
0.010262,0.03797,0.9634776077363627,1.0276048714479025,-0.00020326922535646684,1.0362971215306227
0.01018,0.0371,0.9557788001126654,1.0040595399188093,-4.5480333440215195e-05,1.3957741614676578
0.01041,0.03692,0.9773730166181579,0.9991880920162383,0.00023413116143901,1.908755651930732
0.010195,0.03685,0.9571871185804148,0.9972936400541274,3.8424520558707695e-05,1.251152185484758
0.01023,0.03741,0.9604731950051637,1.012449255751015,-8.092235239887981e-05,0.8594168294678447
0.0103,0.03808,0.9670453478546615,1.0305818673883629,-0.00019558736111599528,0.49623870081333626
0.01042,0.03755,0.9783118955966575,1.016238159675237,7.049092936172417e-05,1.0934952555253548
0.010185,0.03607,0.9562482396019152,0.9761840324763194,0.000243407665035349,1.3962943732311925
0.009875,0.036,0.9271429912684255,0.9742895805142084,-4.729897584495116e-05,0.5702558252336802
0.00992,0.03607,0.931367946671674,0.9761840324763194,-2.15923349646506e-05,0.5680880733280516
0.01003,0.03684,0.9416956154351704,0.9970230040595399,-0.00012381928528133399,0.22940346795728409
0.01002,0.03695,0.9407567364566706,1.0,-0.00016413742104086013,0.04594013802654005
0.010185,0.03685,0.9562482396019152,0.9972936400541274,2.8424520558708102e-05,0.5661013399691375
0.009945,0.03801,0.9337151441179232,1.0286874154262518,-0.0005312940019962954,-1.5101613501375426
0.010235,0.03863,0.9609426344944135,1.0454668470906632,-0.0004121780399136254,-1.0236161517864866
0.010834,0.0374,1.017181485306544,1.0121786197564278,0.0005258338417610774,2.0340394896176766
0.01066,0.03809,1.0008449910806496,1.03085250338295,0.00016165644472404886,0.7977740101656818
0.01173,0.03875,1.1013050417801145,1.0487144790257106,0.0010497476301668928,3.007513410730149
0.01293,0.03805,1.2139705192000751,1.0297699594046008,0.0024426812213638772,3.6728524359021497
0.01195,0.0383,1.1219603793071073,1.0365358592692828,0.0013937763673649538,1.7590119666791446
0.01247,0.03801,1.17078208618909,1.0286874154262518,0.001993705998003704,2.1766273873319624
0.01287,0.03665,1.208337245329077,0.9918809201623817,0.0027685484037578457,2.4865869895196586
0.011783,0.03716,1.1062811003661628,1.005683355886333,0.0015409825016000443,1.0670675316346607
0.011765,0.0392,1.1045911182048633,1.060893098782138,0.0009607188929688301,0.42358825342869194
0.012545,0.039,1.1778236785278378,1.0554803788903926,0.001795842776167969,1.1715222353734642
0.01248,0.03738,1.1717209651675897,1.0116373477672531,0.0021773462300809926,1.392499282049922
0.011874,0.03756,1.1148248990705096,1.0165087956698242,0.0015217347352017643,0.6822040694155443
0.011825,0.033,1.1102243920758614,0.8930987821380245,0.0027295592721421277,1.640513842476207
0.0102,0.02777,0.9576565580696649,0.7515561569688769,0.0025460488177996028,1.320483914729023
0.008765,0.03186,0.8229274246549619,0.8622462787550745,-1.6234593622781526e-05,-0.964529243661675
0.01024,0.03051,0.9614120739836635,0.8257104194857916,0.0018308516179714046,0.6136575159149623
0.00991,0.02917,0.9304290676931743,0.7894451962110962,0.0018701816354056312,0.57900702616717
0.009585,0.02832,0.899915500891935,0.7664411366711774,0.00177945813900197,0.4262286989184311
0.009035,0.02883,0.8482771570744531,0.7802435723951286,0.0010888922368441668,-0.30653685879001313
0.009103,0.02958,0.8546615341282509,0.8005412719891746,0.0009501776748473984,-0.574577976644345
0.009285,0.02878,0.8717491315369448,0.7788903924221923,0.001352673207643951,-0.2472827923649741
0.009155,0.02847,0.859543704816449,0.7705006765899866,0.0013081152266026172,-0.3675462598182028
0.009067,0.02871,0.8512815698056521,0.7769959404600812,0.001153966566763651,-0.6980678780782307
0.009113,0.03025,0.8556004131067504,0.8186738836265224,0.0007755126661302836,-1.208384449432125
0.00917,0.02843,0.8609520232841985,0.7694181326116374,0.0013341400032424438,-0.34260296552464514
0.008803,0.02805,0.8264951647732607,0.7591339648173208,0.0010718753813208082,-0.7017001005832949
0.008445,0.02877,0.7928832973429724,0.778619756427605,0.0005154294018039091,-1.360892443997778
0.008825,0.02984,0.8285606985259599,0.8075778078484439,0.0006005166266885176,-1.1614124469925433
0.009068,0.0294,0.851375457703502,0.7956698240866036,0.0009647891697266223,-0.570458416268355
0.009043,0.02924,0.8490282602572529,0.7913396481732071,0.0009838882762859338,-0.5442069947023114
0.009195,0.02905,0.8632992207304477,0.7861975642760488,0.0011882559653251159,-0.19884733157213863
0.00903,0.02896,0.8478077175852032,0.7837618403247633,0.0010480617127647269,-0.34326821121251655
0.00929,0.02855,0.8722185710261946,0.7726657645466848,0.0014210656733229608,0.25089423532572636
0.0091,0.02895,0.854379870434701,0.7834912043301759,0.0011208179069246843,-0.11944769775053321
0.009095,0.0296,0.8539104309454512,0.8010825439783492,0.0009366652865274838,-0.3896618537870982
0.00936,0.02921,0.8787907238756923,0.7905277401894453,0.0013091568587658038,0.3827128956223329
0.00923,0.02967,0.8665852971551967,0.8029769959404601,0.0010523719274077858,-0.2517076618791524
0.009359,0.02904,0.8786968359778423,0.7859269282814615,0.001355012159485072,0.858682729217058
0.009212,0.02941,0.8648953149938972,0.7959404600811908,0.0011060329755666655,0.11661205749333022
0.009361,0.02949,0.8788846117735423,0.798105548037889,0.0012329834222870092,0.6096623187563822
0.009445,0.02966,0.8867711951929396,0.8027063599458728,0.0012701281215677426,0.6964895359627755
0.00932,0.0286,0.8750352079616937,0.7740189445196212,0.0014372847025231773,1.3370838678931962
0.009119,0.02921,0.8561637404938504,0.7905277401894453,0.001068156858765804,-0.10013153853559029
0.009275,0.02909,0.8708102525584451,0.787280108254398,0.0012572311886852872,0.645936457901635
0.009249,0.02943,0.868369167214346,0.7964817320703654,0.0011375205872467507,0.09618419219881122
0.000105,0.02902,0.009858229274246549,0.785385656292287,-0.007893475452195015,-4.334584651006681
0.002,0.02877,0.18777579569993427,0.778619756427605,-0.00592957059819609,-2.5679253408690443
0.002,0.02933,0.18777579569993427,0.7937753721244926,-0.006083917471153678,-2.171121264267202
0.002,0.02879,0.18777579569993427,0.7791610284167795,-0.0059350829865160055,-1.8255926752518803
0.002,0.02809,0.18777579569993427,0.7602165087956699,-0.00574214939531902,-1.5574618827612896
0.002,0.02513,0.18777579569993427,0.680108254397835,-0.004926315923971768,-1.1860557748496958
0.002,0.02522,0.18777579569993427,0.6825439783491205,-0.00495112167141138,-1.0834492593032905
0.002,0.02486,0.18777579569993427,0.6728010825439784,-0.004851898681652931,-0.9607611983241684
0.002,0.02303,0.18777579569993427,0.6232746955345061,-0.004347515150380812,-0.7425067307058272
0.002,0.02428,0.18777579569993427,0.6571041948579162,-0.004692039420375428,-0.7632564330850017
0.002,0.02387,0.18777579569993427,0.6460081190798377,-0.004579035459817194,-0.6611159533964617
0.002,0.02392,0.18777579569993427,0.6473612990527741,-0.004592816430616979,-0.5957620280030866
0.002,0.02407,0.18777579569993427,0.6514208389715833,-0.004634159343016334,-0.5406505314411023
0.002,0.02403,0.18777579569993427,0.6503382949932341,-0.004623134566376506,-0.4693195497381449
0.002,0.02384,0.18777579569993427,0.6451962110960758,-0.004570766877337324,-0.38556103649641044
0.002,0.02401,0.18777579569993427,0.6497970230040596,-0.004617622178056592,-0.32956669253386484
0.002,0.0232,0.18777579569993427,0.6278755074424899,-0.00439437045110008,-0.17385386862194113
0.002,0.02206,0.18777579569993427,0.59702300405954,-0.00408016431686499,0.04576968337033593
0.008194,0.02196,0.7693174349826307,0.5943166441136671,0.002141397624734579,2.494217218863838
0.008049,0.02158,0.7557036897943855,0.5840324763193505,0.0021011330028129433,2.3724151144032257
0.008078,0.02178,0.7584264388320345,0.5894451962110961,0.002075009119613804,2.2588790516235617
0.008122,0.0221,0.7625575063374331,0.5981055480378892,0.002030810906495183,1.954933104401914
0.008185,0.02225,0.768472443901981,0.6021650879566983,0.002052467994095828,1.713495826351335
0.008144,0.02191,0.7646230400901324,0.5929634641407308,0.002105178595534364,1.536881360936915
0.008374,0.02357,0.7862172565956247,0.6378890392422193,0.0018776503649815127,1.3197402130222309
0.008361,0.02456,0.7849967139235753,0.6646820027063599,0.001591787143145778,1.1183411103001037
0.008345,0.02388,0.7834945075579757,0.6462787550744249,0.0017632083460228489,1.062268777869707
