ANTUSDT,IOSTUSDT,ANTUSDT_perc,IOSTUSDT_perc,spread,zscore
1.614,0.01331,0.9664670658682636,0.8221124150710316,-0.376434525816699,-1.034384755164593
1.723,0.0139,1.0317365269461078,0.8585546633724521,-0.3556656580655233,-0.6113729977933103
1.89,0.01486,1.1317365269461077,0.9178505250154416,-0.3322281783347971,-0.1893844433949503
1.992,0.01456,1.192814371257485,0.8993205682520075,-0.1853648907506491,2.431395537933404
1.971,0.01448,1.180239520958084,0.8943792464484249,-0.19440134739487602,2.001123421387343
1.955,0.01472,1.1706586826347307,0.9092032118591724,-0.24629197746219456,0.9843506094242431
2.031,0.01531,1.2161676646706587,0.945645460160593,-0.2585231097110188,0.6934692234059385
1.949,0.01474,1.1670658682634731,0.9104385423100679,-0.2552828633011377,0.6767625233269435
1.926,0.01468,1.1532934131736527,0.9067325509573811,-0.2693102057843084,0.3505122794234171
1.966,0.01457,1.177245508982036,0.8999382334774553,-0.2128603336701207,1.3025685642311449
2.032,0.01523,1.2167664670658684,0.9407041383570106,-0.24555956635524634,0.6784455645851001
2.017,0.01534,1.2077844311377246,0.9474984558369364,-0.2770094384694337,0.08915683214656749
2.08,0.01523,1.2455089820359282,0.9407041383570106,-0.1975595663552463,1.4400636528524753
2.102,0.01541,1.2586826347305389,0.9518221124150711,-0.20247753890573517,1.310908185251857
2.112,0.01452,1.2646706586826348,0.8968499073502162,-0.059383119072762724,2.8109008411032512
2.238,0.0159,1.340119760479042,0.9820877084620137,-0.13975424195984365,1.5140761499360835
2.171,0.01613,1.3,0.9962940086473131,-0.24114942910769033,0.16482610168372053
2.181,0.01632,1.3059880239520958,1.0080296479308215,-0.2595628445776508,-0.12390408613637248
2.095,0.01611,1.254491017964072,0.9950586781964176,-0.3141585432687468,-0.846159629958977
2.008,0.01578,1.2023952095808383,0.9746757257566399,-0.35180892692618393,-1.3050181686254534
2.006,0.0158,1.2011976047904191,0.9759110562075356,-0.35679981276512773,-1.312135660950112
1.992,0.01557,1.192814371257485,0.961704756022236,-0.3364046256172806,-1.1145881931385857
1.863,0.01468,1.1155688622754492,0.9067325509573811,-0.33231020578430837,-1.0960648014531431
1.758,0.01426,1.0526946107784432,0.8807906114885732,-0.37450160316650116,-1.5766716011848714
1.643,0.01319,0.9838323353293413,0.8147004323656578,-0.32948921078303983,-0.9029535568033763
1.593,0.0133,0.9538922155688623,0.8214947498455837,-0.39593908289722735,-1.5602573147293253
1.645,0.01358,0.9850299401197605,0.8387893761581223,-0.3858114846424323,-1.2953172123424297
1.649,0.01337,0.9874251497005988,0.8258184064237184,-0.3504071833335287,-0.8126108168180856
1.725,0.01346,1.032934131736527,0.8313773934527486,-0.287866169608773,-0.06923403656540507
1.679,0.01335,1.0053892215568863,0.8245830759728228,-0.31741629749458555,-0.3848406830042858
1.754,0.01389,1.0502994011976048,0.8579369981470043,-0.3231702151460518,-0.39620403606858207
1.533,0.01281,0.9179640718562874,0.7912291537986412,-0.38266237984311924,-0.9985685748494102
1.589,0.01302,0.951497005988024,0.8042001235330452,-0.3580666811520228,-0.6637830791911318
1.512,0.01271,0.9053892215568863,0.7850525015441632,-0.38870795064840324,-0.9223313064571034
1.659,0.01342,0.9934131736526947,0.8289067325509574,-0.34788439793088677,-0.38437602721819286
1.586,0.01309,0.9497005988023953,0.8085237801111798,-0.37153478158832365,-0.6827651263642214
1.659,0.01298,0.9934131736526947,0.8017294626312539,-0.2820849094741362,1.3000900598171474
1.733,0.01305,1.0377245508982036,0.8060531192093886,-0.21855300991043758,2.597504869730714
1.769,0.01291,1.0592814371257484,0.7974058060531192,-0.16161680903783515,2.975849805029377
1.844,0.01286,1.1041916167664672,0.7943174799258802,-0.07913959444047691,3.0386098825840944
1.868,0.01306,1.118562874251497,0.8066707844348364,-0.08504845282990914,2.3660955498156433
1.931,0.01295,1.1562874251497006,0.7998764669549104,-0.005598580715721502,2.5021401586803953
1.911,0.01218,1.1443113772455091,0.7523162445954293,0.08955052408359165,2.565498342459914
1.847,0.01262,1.1059880239520958,0.7794935145151328,-0.040248964373158724,1.460940226271927
1.82,0.01278,1.0898203592814373,0.7893761581222977,-0.09117605108470417,1.015373159675587
2.048,0.01334,1.2263473053892215,0.823965410747375,0.05307914542488623,1.7203563923147187
1.962,0.01328,1.1748502994011976,0.8202594193946882,-0.023948197058284437,1.1295980737147078
1.962,0.01345,1.1748502994011976,0.8307597282273008,-0.049370726689301536,0.8848414515154093
1.93,0.01347,1.1556886227544911,0.8319950586781965,-0.0843616125282447,0.5981798531699086
1.734,0.01267,1.0383233532934133,0.7825818406423719,-0.16072617897051678,0.07736406607643677
1.759,0.01271,1.0532934131736527,0.7850525015441632,-0.14170795064840336,0.1489577083282934
1.657,0.01227,0.9922155688622755,0.7578752316244596,-0.17790846219165268,-0.13764237602924262
1.721,0.01241,1.0305389221556887,0.7665225447807288,-0.13484466306425502,0.07819198460595682
1.75,0.01275,1.0479041916167666,0.7875231624459542,-0.1566897223262893,-0.15793957829208569
1.62,0.01192,0.970059880239521,0.7362569487337863,-0.16256796001014662,-0.31813602965902005
1.683,0.01216,1.0077844311377246,0.7510809141445337,-0.1354585900774652,-0.1918873591425355
1.66,0.01198,0.9940119760479041,0.7399629400864731,-0.13154061752697643,-0.31608062518514524
1.606,0.01164,0.9616766467065869,0.7189623224212477,-0.13469555826494184,-0.4851367669883972
1.668,0.01234,0.9988023952095808,0.7621988882025942,-0.17737656262795398,-1.0948656176943055
1.649,0.01225,0.9874251497005988,0.756639901173564,-0.18291757635270955,-1.1386096799882164
1.628,0.01203,0.9748502994011976,0.7430512662137122,-0.17101783212433452,-0.9067311621037307
1.597,0.0119,0.9562874251497007,0.7350216182828907,-0.1825770741712036,-0.9712932693696766
1.65,0.012,0.9880239520958084,0.7411982705373688,-0.14453150336591958,-0.42879878850468783
1.675,0.01175,1.0029940119760479,0.7257566399011736,-0.08214543037912958,0.6010653230718337
1.685,0.01179,1.0089820359281438,0.7282273008029648,-0.07812720205701584,0.7160611550645717
1.665,0.01188,0.9970059880239521,0.7337862878319951,-0.11158618833226042,0.18022873709375017
1.692,0.01178,1.0131736526946107,0.727609635577517,-0.06963175913754438,1.255057790150327
1.674,0.01166,1.0023952095808384,0.7201976528721433,-0.06968644410388536,1.4300195670437739
1.605,0.01147,0.9610778443113773,0.7084620135886349,-0.11027302863392463,0.598188843003662
1.677,0.01177,1.004191616766467,0.7269919703520692,-0.08313631621807249,1.2974232286340477
1.72,0.012,1.0299401197604792,0.7411982705373688,-0.07453150336591952,1.36140570811885
1.707,0.01189,1.0221556886227545,0.7344039530574429,-0.07108163125173173,1.30455881435062
1.684,0.01176,1.0083832335329341,0.7263743051266214,-0.07464087329860125,1.1120789619943294
1.689,0.01174,1.011377245508982,0.7251389746757259,-0.066649987459658,1.183635513915566
1.676,0.01175,1.0035928143712576,0.7257566399011736,-0.08114543037912969,0.7686040402306961
1.684,0.01184,1.0083832335329341,0.7313156269302038,-0.08660441665437402,0.5714616127468489
1.614,0.01161,0.9664670658682636,0.7171093267449044,-0.12220922950652713,-0.2992328640242386
1.624,0.01156,0.9724550898203594,0.7140210006176653,-0.10473201490916928,0.09253399343083969
1.617,0.01156,0.9682634730538923,0.7140210006176653,-0.1117320149091694,-0.10533641831867166
1.572,0.01142,0.9413173652694612,0.705373687461396,-0.1357958140365667,-0.7970066814690147
1.538,0.01129,0.9209580838323354,0.6973440395305744,-0.1503550560834359,-1.3153511840827536
1.527,0.01118,0.9143712574850299,0.6905497220506486,-0.14490518396924856,-1.271213793699501
1.583,0.01134,0.9479041916167665,0.7004323656578134,-0.11283227068079382,-0.48334126213375644
1.631,0.01149,0.9766467065868264,0.7096973440395306,-0.08726391447286796,0.36004412170274497
1.605,0.01139,0.9610778443113773,0.7035206917850526,-0.09830948527815209,-0.03559272162031866
1.583,0.01102,0.9479041916167665,0.6806670784434836,-0.06497809725770276,1.203016963926532
1.545,0.01099,0.9251497005988024,0.6788140827671402,-0.09849176849928809,-0.08964495502140704
1.558,0.01109,0.9329341317365271,0.6849907350216182,-0.10044619769400387,-0.11122176151725677
1.565,0.01102,0.937125748502994,0.6806670784434836,-0.08297809725770278,0.6121589202175675
1.585,0.0112,0.9491017964071856,0.6917850525015442,-0.08989606980819165,0.29694317743837834
1.625,0.01105,0.9730538922155689,0.6825200741198271,-0.02746442601611765,2.3125676136020625
1.654,0.01129,0.9904191616766467,0.6973440395305744,-0.03435505608343603,1.8444583404369734
1.728,0.01148,1.0347305389221557,0.7090796788140828,0.011231528446603578,2.5811707544020503
1.749,0.01119,1.047305389221557,0.6911673872760964,0.07559937311128007,2.977306393332231
1.81,0.01145,1.0838323353293413,0.7072266831377394,0.09771785720501858,2.609134508800651
1.816,0.01148,1.087425149700599,0.7090796788140828,0.09923152844660366,2.1708208868850023
1.816,0.01146,1.087425149700599,0.7078443483631871,0.10222241428554701,1.889402135449248
1.844,0.01138,1.1041916167664672,0.7029030265596047,0.1421859576413198,2.001788232321016
1.805,0.01123,1.0808383233532934,0.6936380481778877,0.1256176014333934,1.6041289828073397
1.851,0.01105,1.1083832335329342,0.6825200741198271,0.19853557398388233,1.9867188855391815
1.92,0.01116,1.1497005988023952,0.6893143915997529,0.2510857018696948,2.085545122843846
2.072,0.01185,1.2407185628742516,0.7319332921556516,0.29990014042615454,2.11345488400182
2.022,0.01185,1.2107784431137725,0.7319332921556516,0.24990014042615427,1.5532607177410769
1.853,0.01122,1.1095808383233534,0.6930203829524398,0.175113044352865,0.9079201807056729
1.906,0.0113,1.141317365269461,0.6979617047560223,0.2161495009970924,1.1054418101616417
1.724,0.00978,1.0323353293413173,0.6040765904879556,0.26145682475677545,1.3115986694948119
1.652,0.00797,0.9892215568862275,0.4922791846819024,0.46013199318113496,2.2975893684315225
1.826,0.00927,1.0934131736526946,0.5725756639901174,0.43972441364982706,1.8940364229592057
1.977,0.00887,1.1838323353293414,0.5478690549722051,0.6505421304286914,2.568563845222434
1.771,0.0086,1.0604790419161676,0.5311920938851142,0.4849190892544242,1.5149413357040507
1.808,0.00843,1.0826347305389223,0.5206917850525016,0.5473416188854416,1.6643479400499066
1.905,0.00833,1.1407185628742516,0.5145151327980235,0.6592960480801575,1.9551473558666963
1.87,0.00852,1.1197604790419162,0.5262507720815318,0.5958826326101974,1.4910980801256897
1.972,0.00823,1.1808383233532935,0.5083384805435454,0.7412504772748736,1.925338891002323
2.017,0.00811,1.2077844311377246,0.5009264978381717,0.8041957923085328,1.9178299299440345
2.183,0.00817,1.307185628742515,0.5046324891908586,0.9612231347917028,2.1749379639657587
2.101,0.00852,1.2580838323353294,0.5262507720815318,0.8268826326101972,1.48188062987456
1.779,0.00812,1.0652694610778444,0.5015441630636196,0.564700349389061,0.4158873397476054
1.842,0.00793,1.102994011976048,0.4898085237801112,0.6561137648590216,0.7023044890902251
1.871,0.00828,1.1203592814371257,0.5114268066707844,0.6327732626775155,0.5354704190448524
1.899,0.00863,1.137125748502994,0.5330450895614577,0.6084327604960094,0.36276617513840126
1.878,0.00883,1.1245508982035928,0.5453983940704138,0.5575239021065774,0.0704491934548814
1.808,0.00872,1.0826347305389223,0.538604076590488,0.5039737742207651,-0.23496867686112044
1.795,0.00869,1.0748502994011977,0.5367510809141446,0.49546010297917986,-0.35285541867484854
1.791,0.00849,1.0724550898203593,0.5243977764051884,0.5213689613686119,-0.34148525346366676
1.855,0.00832,1.1107784431137724,0.5138974675725756,0.6107914909996293,0.07623911003159281
1.881,0.00835,1.1263473053892217,0.515750463248919,0.6323051622412144,0.11821090722904014
1.955,0.00866,1.1706586826347307,0.5348980852378011,0.6599464317375949,0.2671344567196083
1.966,0.00859,1.177245508982036,0.5305744286596665,0.6814145321738958,0.3672148039998076
1.946,0.00876,1.1652694610778442,0.5410747374922792,0.6359920025428787,-0.010438513268938018
1.98,0.00853,1.18562874251497,0.5268684373069796,0.7043871896907257,0.49791736003148196
2.162,0.00858,1.2946107784431138,0.5299567634342187,0.8789099750933673,1.7661904838432614
2.15,0.00853,1.2874251497005988,0.5268684373069796,0.8743871896907256,1.539449862433558
2.17,0.00855,1.2994011976047903,0.5281037677578753,0.8913963038517823,1.482984165764077
2.256,0.00828,1.3508982035928143,0.5114268066707844,1.0177732626775153,2.046320055307591
2.154,0.00852,1.2898203592814372,0.5262507720815318,0.8798826326101972,1.1083145744365488
2.255,0.00854,1.3502994011976048,0.5274861025324274,0.9778917467712538,1.7078637351093382
2.346,0.00859,1.4047904191616767,0.5305744286596665,1.061414532173896,1.9609167998926997
2.361,0.00843,1.4137724550898205,0.5206917850525016,1.1003416188854418,1.8763857015868666
2.186,0.0082,1.3089820359281437,0.506485484867202,0.9597368060332883,1.0392935567535164
2.203,0.00838,1.3191616766467065,0.5176034589252625,0.9498188334827993,0.9012561255494679
2.108,0.00829,1.2622754491017965,0.5120444718962323,0.8682778197580439,0.4320793224804847
2.144,0.00808,1.2838323353293415,0.49907350216182833,0.9356821210669475,0.7015174902402784
1.825,0.00727,1.0928143712574852,0.4490426189005559,0.737812997544147,-0.42102698800694927
1.862,0.0074,1.1149700598802397,0.4570722668313774,0.7553722395910163,-0.4271455718313323
1.855,0.00728,1.1107784431137724,0.44966028412600373,0.7663175546246754,-0.473802415419421
1.801,0.0068,1.078443113772455,0.4200123533045089,0.7840988147593122,-0.4350379125143003
1.935,0.00719,1.158682634730539,0.4441012970969735,0.8597765408999198,0.026907724009326946
1.971,0.00715,1.180239520958084,0.4416306361951822,0.9017583125778064,0.27324855300139134
2.004,0.00716,1.2,0.44224830142063,0.9332628696583347,0.4552013181564756
2.099,0.00716,1.2568862275449104,0.44224830142063,1.028262869658335,1.205793371135061
2.1,0.00713,1.25748502994012,0.4403953057442866,1.0337491984167495,1.1748593295662237
2.112,0.00711,1.2646706586826348,0.439159975293391,1.0487400842556929,1.1986212744297544
2.181,0.00712,1.3059880239520958,0.4397776405188388,1.1162446413362213,1.6148661273476996
2.138,0.00708,1.280239520958084,0.4373069796170476,1.0792264130141074,1.1684655493432332
2.195,0.00679,1.31437125748503,0.41939468807906116,1.1795942576787837,1.8052221958192751
2.205,0.00664,1.3203592814371259,0.4101297096973441,1.2120259014708579,1.7818165822485128
2.189,0.00671,1.3107784431137726,0.4144533662754787,1.1855578010345567,1.4342719099867862
2.235,0.00674,1.3383233532934131,0.41630636195182213,1.2270714722761418,1.5675218148724086
2.198,0.00693,1.3161676646706588,0.4280420012353305,1.1616580568061814,1.106617501395123
2.075,0.0071,1.2425149700598803,0.4385423100679432,1.0132355271751643,0.1508813098342472
2.074,0.007,1.2419161676646706,0.43236565781346514,1.02718995636988,0.2160027467948701
2.18,0.00713,1.3053892215568863,0.4403953057442866,1.1137491984167496,0.6929860772604913
2.151,0.00714,1.2880239520958083,0.4410129709697344,1.0832537554972776,0.45420210899464225
2.15,0.00708,1.2874251497005988,0.4373069796170476,1.0912264130141074,0.4318297366527045
